"_wks_percentile_bucket","_wkshell","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","GO","IsSingleNode","layers_ppin","name","NeighborhoodConnectivity","noefftarg","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Phenotype","Radiality","selected","SelfLoops","shared name","shells_ppin","Stress","targ","TopologicalCoefficient","Yali_pheno","Yali_pheno111"
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT4G39753","41.0","","2","0","0","","0.57785467","false","0","AT4G39753","11","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT4G39550","39.0","","1","0","0","","0.57512845","false","0","AT4G39550","22","0","","0.0","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT4G39240","41.0","","2","0","0","","0.57785467","false","0","AT4G39240","11","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT4G08980","39.0","","1","0","0","2MRP","0.57512845","false","0","AT4G08980","22","0","","0.0","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G63060","41.0","","2","0","0","","0.57785467","false","0","AT3G63060","11","234","","0.8","",""
"70","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G59940","41.0","","2","0","0","","0.57785467","false","0","AT3G59940","11","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G58930","41.0","","2","0","0","","0.57785467","false","0","AT3G58930","11","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT3G54480","39.0","","1","0","0","","0.57512845","false","0","AT3G54480","22","0","","0.0","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G48880","41.0","","2","0","0","","0.57785467","false","0","AT3G48880","12","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT3G26000","39.0","","1","0","0","","0.57512845","false","0","AT3G26000","22","0","","0.0","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G23880","41.0","","2","0","0","","0.57785467","false","0","AT3G23880","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT3G16580","41.0","","2","0","0","","0.57785467","false","0","AT3G16580","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT2G44130","41.0","","2","0","0","","0.57785467","false","0","AT2G44130","12","234","","0.8","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT2G04550","39.0","","1","0","0","2MRP","0.57512845","false","0","AT2G04550","22","0","","0.0","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT2G02870","41.0","","2","0","0","","0.57785467","false","0","AT2G02870","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT2G02360","41.0","","2","0","0","","0.57785467","false","0","AT2G02360","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT2G02300","41.0","","2","0","0","2MRP","0.57785467","false","0","AT2G02300","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT2G01620","41.0","","2","0","0","","0.57785467","false","0","AT2G01620","12","234","","0.8","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT1G78100","41.0","","2","0","0","","0.57785467","false","0","AT1G78100","12","234","","0.8","",""
"20","6","5.4083045","0.00461095","0.18490083","0.0","3","9","","false","Peripharal","AT1G76510","2.0","","3","0","0","","0.59924505","false","0","AT1G76510","47","15634","","0.33333333","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G75630","103.0","","1","0","0","2MRP","0.63741218","false","0","AT1G75630","5","0","","0.0","",""
"75","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT1G75400","103.0","","1","0","0","","0.72056202","false","0","AT1G75400","5","0","","0.0","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G74520","103.0","","1","0","0","","0.63741218","false","0","AT1G74520","5","0","","0.0","",""
"30","14","4.57670127","0.0","0.21849798","0.0","1","8","","false","Peripharal","AT1G74070","26.0","","1","0","0","","0.67484534","false","0","AT1G74070","27","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT1G73500","31.0","","1","0","0","2MRP","0.67715214","false","0","AT1G73500","27","0","","0.0","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G73190","103.0","","1","0","0","","0.63741218","false","0","AT1G73190","5","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G07270","1.0","","1","0","0","","1.0","false","0","AT3G07270","69","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT1G72920","1.0","","1","0","0","","1.0","false","0","AT1G72920","72","0","","0.0","",""
"20","6","5.76239908","3.7756E-4","0.17353883","0.0","2","9","","false","Peripharal","AT2G42290","4.0","","2","0","0","","0.56705463","false","0","AT2G42290","47","4542","","0.6","",""
"5","2","1.5","0.0","0.66666667","0.0","1","2","","false","Peripharal","AT5G06570","2.0","","1","0","0","","0.75","false","0","AT5G06570","47","0","","0.0","",""
"5","2","1.5","0.0","0.66666667","0.0","1","2","","false","Peripharal","AT1G80650","2.0","","1","0","0","","0.75","false","0","AT1G80650","47","0","","0.0","",""
"10","3","1.0","1.0","1.0","0.0","2","1","","false","Peripharal","AT1G72180","1.0","","2","0","0","5NO PHE5NOTYPE","1.0","false","0","AT1G72180","47","2","","0.0","Yali","Yali"
"75","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT1G71970","103.0","","1","0","0","","0.72056202","false","0","AT1G71970","5","0","","0.0","",""
"40","17","5.37139562","0.0","0.18617135","0.0","1","9","","false","Peripharal","AT1G71050","33.0","","1","0","0","","0.6026004","false","0","AT1G71050","27","0","","0.0","",""
"5","2","5.53748558","0.0","0.18058738","0.0","1","9","","false","Peripharal","AT1G71020","3.0","","1","0","0","","0.58750131","false","0","AT1G71020","47","0","","0.0","",""
"75","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT1G70700","103.0","","1","0","0","","0.72056202","false","0","AT1G70700","6","0","","0.0","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G70660","103.0","","1","0","0","","0.63741218","false","0","AT1G70660","6","0","","0.0","",""
"70","35","3.97693195","0.00433359","0.25145012","0.0","6","7","","false","","HopBB1_Pmo M301020","14.0","","6","0","0","","0.72936982","false","0","HopBB1_Pmo M301020",,"37112","","0.2","",""
"25","9","5.33333333","0.0","0.1875","0.0","1","9","","false","Peripharal","AT5G16900","16.0","","1","0","0","","0.60606061","false","0","AT5G16900","35","0","","0.0","",""
"25","9","5.33333333","0.0","0.1875","0.0","1","9","","false","Peripharal","AT2G23950","16.0","","1","0","0","","0.60606061","false","0","AT2G23950","37","0","","0.0","",""
"20","6","4.97923875","0.0","0.20083391","0.0","1","8","","false","Peripharal","AT1G69370","10.0","","1","0","0","","0.63825102","false","0","AT1G69370","47","0","EffeTarg","0.0","",""
"35","16","4.91349481","7.524E-5","0.20352113","0.0","3","8","","false","Peripharal","AT4G30780","6.66666667","","3","0","0","","0.64422774","false","0","AT4G30780","27","2160","","0.51515152","",""
"40","17","5.24221453","1.964E-5","0.19075908","0.0","3","9","","false","Peripharal","AT3G46110","8.66666667","","3","0","0","","0.61434413","false","0","AT3G46110","27","370","","0.58974359","",""
"95","50","4.62514418","0.00753053","0.21620948","0.0","12","8","","false","inner","AT3G07120","6.0","","12","0","0","","0.67044144","false","0","AT3G07120","1","113960","","0.2","",""
"70","39","4.31487889","0.00421642","0.23175621","0.0","8","8","","false","inner","AT1G68400","9.375","","8","0","0","","0.69864737","false","0","AT1G68400","8","60418","","0.25378788","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT1G68050","39.0","","1","0","0","2MRP","0.57512845","false","0","AT1G68050","22","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT1G67800","31.0","","1","0","0","","0.67715214","false","0","AT1G67800","27","0","","0.0","",""
"40","18","4.15801615","0.00541072","0.24049931","0.0","3","7","","false","inner","AT3G56270","10.66666667","","3","0","0","","0.71290762","false","0","AT3G56270","22","32328","EffeTarg","0.3452381","",""
"20","6","6.01268743","1.2558E-4","0.16631498","0.0","2","9","","false","Peripharal","AT1G72880","3.0","","2","0","0","","0.54430114","false","0","AT1G72880","47","750","","0.66666667","",""
"30","14","5.01614764","0.00341619","0.19935617","0.0","4","8","","false","Peripharal","AT1G67510","3.75","","4","0","0","","0.63489567","false","0","AT1G67510","27","21328","","0.30555556","",""
"25","11","4.40253749","0.0","0.22714173","0.0","1","8","","false","Peripharal","AT1G67170","21.0","","1","0","0","","0.69067841","false","0","AT1G67170","34","0","EffeTarg","0.0","",""
"25","10","4.816609","7.3977E-4","0.20761494","0.0","2","8","","false","Peripharal","AT5G20720","9.5","","2","0","0","2MRP","0.65303555","false","0","AT5G20720","34","11232","","0.53125","",""
"10","3","6.33333333","0.0","0.15789474","0.0","1","10","","false","Peripharal","AT5G14910","4.0","","1","0","0","","0.51515152","false","0","AT5G14910","47","0","","0.0","",""
"10","3","6.33333333","0.0","0.15789474","0.0","1","10","","false","Peripharal","AT4G33030","4.0","","1","0","0","3CLB","0.51515152","false","0","AT4G33030","47","0","","0.0","Yali","Yali"
"35","15","5.33448674","0.00465962","0.18745946","0.0","4","9","","false","Peripharal","AT1G66830","5.0","","4","0","0","","0.60595575","false","0","AT1G66830","27","51850","","0.26666667","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT5G56760","1.0","","1","0","0","","1.0","false","0","AT5G56760","53","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT1G66090","1.0","","1","0","0","","1.0","false","0","AT1G66090","74","0","","0.0","",""
"5","2","1.5","0.0","0.66666667","0.0","1","2","","false","Peripharal","AT3G25882","2.0","","1","0","0","","0.75","false","0","AT3G25882","47","0","","0.0","",""
"30","13","4.74279123","0.0","0.2108463","0.0","1","8","","false","Peripharal","AT1G63860","25.0","","1","0","0","","0.65974625","false","0","AT1G63860","31","0","EffeTarg","0.0","",""
"25","10","4.81199539","0.00508292","0.207814","0.0","3","8","","false","Peripharal","AT5G42980","5.33333333","","3","0","0","2MRP","0.65345496","false","0","AT5G42980","34","29388","EffeTarg","0.33333333","",""
"5","2","6.80738178","0.0","0.14689936","0.0","1","10","","false","Peripharal","AT3G08710","2.0","","1","0","0","1ESN","0.4720562","false","0","AT3G08710","47","0","","0.0","Yali","Yali"
"15","4","5.80853518","0.00230681","0.17216044","0.0","2","9","","false","Peripharal","AT1G63430","2.0","","2","0","0","","0.56286044","false","0","AT1G63430","47","12934","","0.5","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G63120","103.0","","1","0","0","","0.63741218","false","0","AT1G63120","6","0","","0.0","",""
"45","18","4.6828143","0.00215747","0.2135468","0.0","4","8","","false","inner","AT5G66560","8.75","","4","0","0","","0.6651987","false","0","AT5G66560","22","22310","EffeTarg","0.25833333","",""
"20","7","5.10495963","1.6756E-4","0.19588793","0.0","2","8","","false","Peripharal","AT1G62950","4.0","","2","0","0","","0.62682185","false","0","AT1G62950","47","1912","","0.5","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G62880","103.0","","1","0","0","","0.63741218","false","0","AT1G62880","6","0","","0.0","",""
"45","20","4.43483276","0.0","0.22548765","0.0","1","8","","false","inner","AT1G62630","38.0","","1","0","0","","0.68774248","false","0","AT1G62630","22","0","","0.0","",""
"45","21","4.83506344","0.0","0.20682252","0.0","1","8","","false","inner","AT1G62520","41.0","","1","0","0","","0.65135787","false","0","AT1G62520","21","0","","0.0","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT1G61340","41.0","","2","0","0","","0.57785467","false","0","AT1G61340","12","234","","0.8","",""
"25","8","4.92156863","2.5717E-4","0.20318725","0.0","2","9","","false","Peripharal","AT3G01670","5.5","","2","0","0","","0.64349376","false","0","AT3G01670","40","806","EffeTarg","0.5","",""
"35","16","4.42214533","2.3818E-4","0.22613459","0.0","2","8","","false","Peripharal","AT1G76760","17.0","","2","0","0","","0.68889588","false","0","AT1G76760","27","312","","0.5","",""
"45","20","4.34948097","0.00130527","0.22991249","0.0","3","8","","false","inner","AT1G61310","14.0","","3","0","0","","0.69550173","false","0","AT1G61310","22","3036","","0.33333333","",""
"5","2","7.39907728","0.0","0.13515199","0.0","1","11","","false","Peripharal","AT1G60670","3.0","","1","0","0","","0.4182657","false","0","AT1G60670","47","0","","0.0","",""
"25","9","4.65628604","0.0","0.21476344","0.0","1","8","","false","Peripharal","AT1G60630","17.0","","1","0","0","","0.66761036","false","0","AT1G60630","37","0","","0.0","",""
"10","3","5.40369089","0.0","0.1850587","0.0","1","8","","false","Peripharal","AT2G18300","5.0","","1","0","0","","0.59966446","false","0","AT2G18300","47","0","","0.0","",""
"25","11","4.76355248","0.0038012","0.20992736","0.0","3","8","","false","Peripharal","AT3G53350","5.33333333","","3","0","0","","0.65785887","false","0","AT3G53350","34","9778","EffeTarg","0.33333333","",""
"95","47","4.89850058","0.00516149","0.2041441","0.06666667","6","9","","false","inner","AT4G26450","21.66666667","","6","0","0","","0.64559086","false","0","AT4G26450","2","25120","EffeTarg","0.19626168","",""
"5","2","6.89388697","0.0","0.14505605","0.0","1","11","","false","Peripharal","AT2G30530","2.0","","1","0","0","","0.46419209","false","0","AT2G30530","47","0","","0.0","",""
"15","5","5.89504037","0.00230681","0.16963412","0.0","2","10","","false","Peripharal","AT1G58400","3.5","","2","0","0","","0.55499633","false","0","AT1G58400","47","10358","","0.5","","NoYali"
"70","38","4.16147636","0.01371515","0.24029933","0.0","9","8","","false","inner","AT4G02590","6.55555556","","9","0","0","2MRP","0.71259306","false","0","AT4G02590","8","95924","EffeTarg","0.13888889","",""
"25","8","4.83391003","1.4815E-4","0.20687187","0.0","2","7","","false","Peripharal","AT1G58390","5.5","","2","0","0","","0.65146272","false","0","AT1G58390","42","1370","","0.5","",""
"45","20","5.67358708","0.0","0.17625534","0.0","1","9","","false","inner","AT1G57790","39.0","","1","0","0","","0.57512845","false","0","AT1G57790","22","0","","0.0","",""
"5","2","6.37139562","0.0","0.15695148","0.0","1","9","","false","Peripharal","AT1G68500","2.0","","1","0","0","","0.51169131","false","0","AT1G68500","47","0","","0.0","",""
"10","3","5.37254902","0.00230681","0.18613139","0.0","2","8","","false","Peripharal","AT1G56540","1.5","","2","0","0","","0.60249554","false","0","AT1G56540","47","13110","","0.5","",""
"25","9","5.33333333","0.0","0.1875","0.0","1","9","","false","Peripharal","AT1G56520","16.0","","1","0","0","","0.60606061","false","0","AT1G56520","37","0","","0.0","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT1G56290","31.0","","1","0","0","","0.67715214","false","0","AT1G56290","27","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT3G22220","1.0","","1","0","0","","1.0","false","0","AT3G22220","64","0","","0.0","",""
"0","1","1.0","0.0","1.0","0.0","1","1","","false","Peripharal","AT1G56120","1.0","","1","0","0","","1.0","false","0","AT1G56120","75","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT5G58750","33.5","","2","0","0","","0.63426654","false","0","AT5G58750","18","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G57300","34.0","","1","0","0","","0.59809164","false","0","AT5G57300","22","0","","0.0","",""
"70","34","4.03460208","0.11023973","0.24785592","0.0","4","7","","false","inner","AT5G49000","34.25","","4","0","0","","0.72412708","false","0","AT5G49000","11","807722","EffeTarg","0.32281553","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT5G47310","33.5","","2","0","0","","0.63426654","false","0","AT5G47310","18","0","","0.67","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT5G47200","33.5","","2","0","0","","0.63426654","false","0","AT5G47200","18","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G41600","34.0","","1","0","0","4CND","0.59809164","false","0","AT5G41600","22","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G16840","34.0","","1","0","0","","0.59809164","false","0","AT5G16840","22","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G12010","34.0","","1","0","0","","0.59809164","false","0","AT5G12010","22","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G07730","34.0","","1","0","0","","0.59809164","false","0","AT5G07730","22","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT5G06240","34.0","","1","0","0","1ESN","0.59809164","false","0","AT5G06240","22","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT4G33350","33.5","","2","0","0","","0.63426654","false","0","AT4G33350","18","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT4G25680","34.0","","1","0","0","","0.59809164","false","0","AT4G25680","22","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT4G25660","33.5","","2","0","0","","0.63426654","false","0","AT4G25660","18","0","","0.67","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT4G17486","33.5","","2","0","0","","0.63426654","false","0","AT4G17486","18","0","","0.67","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT3G50110","33.5","","2","0","0","","0.63426654","false","0","AT3G50110","18","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT3G48160","34.0","","1","0","0","3CLB","0.59809164","false","0","AT3G48160","22","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT3G29270","34.0","","1","0","0","","0.59809164","false","0","AT3G29270","22","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT3G23280","33.5","","2","0","0","","0.63426654","false","0","AT3G23280","18","0","","0.67","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT3G11730","33.5","","2","0","0","","0.63426654","false","0","AT3G11730","19","0","","0.67","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT3G07670","33.5","","2","0","0","2MRP","0.63426654","false","0","AT3G07670","19","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT2G40765","34.0","","1","0","0","","0.59809164","false","0","AT2G40765","23","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT2G21280","34.0","","1","0","0","2MRP","0.59809164","false","0","AT2G21280","23","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT1G71480","34.0","","1","0","0","","0.59809164","false","0","AT1G71480","23","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT1G67865","33.5","","2","0","0","","0.63426654","false","0","AT1G67865","20","0","","0.67","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT1G67860","34.0","","1","0","0","","0.59809164","false","0","AT1G67860","23","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT1G64970","34.0","","1","0","0","2MRP","0.59809164","false","0","AT1G64970","24","0","","0.0","",""
"40","18","5.42099193","0.0","0.18446809","0.0","1","9","","false","inner","AT1G59520","34.0","","1","0","0","","0.59809164","false","0","AT1G59520","25","0","","0.0","",""
"50","22","5.02306805","0.0","0.19908152","1.0","2","8","","false","inner","AT1G56330","33.5","","2","0","0","","0.63426654","false","0","AT1G56330","20","0","","0.67","",""
"65","34","5.64359862","1.005E-5","0.17719191","0.0","2","9","","false","inner","AT1G55000","41.0","","2","0","0","","0.57785467","false","0","AT1G55000","12","234","","0.8","",""
"75","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT1G54770","103.0","","1","0","0","","0.72056202","false","0","AT1G54770","6","0","","0.0","",""
"50","22","4.28258362","0.00151651","0.23350391","0.0","4","8","","false","inner","HARXLL455","13.0","","4","0","0","","0.70158331","false","0","HARXLL455","18","17208","","0.27272727","",""
"10","3","5.31257209","0.0","0.18823274","0.0","1","8","","false","Peripharal","AT1G67720","4.0","","1","0","0","","0.60794799","false","0","AT1G67720","47","0","","0.0","",""
"45","18","4.31372549","0.00385211","0.23181818","0.0","4","7","","false","inner","AT1G54060","8.25","","4","0","0","2MRP","0.69875223","false","0","AT1G54060","25","23286","EffeTarg","0.26851852","",""
"75","47","4.07381776","0.0","0.24546999","0.0","1","7","","false","inner","AT1G53800","103.0","","1","0","0","","0.72056202","false","0","AT1G53800","6","0","","0.0","",""
"20","6","1.0","1.0","1.0","0.0","3","1","","false","Peripharal","AT4G30940","1.0","","3","0","0","","1.0","false","0","AT4G30940","47","6","","0.0","",""
"5","2","1.66666667","0.0","0.6","0.0","1","2","","false","Peripharal","AT1G53730","3.0","","1","0","0","","0.66666667","false","0","AT1G53730","47","0","","0.0","",""
"90","47","4.05651672","0.00179268","0.24651692","0.0","2","7","","false","inner","AT1G53510","55.5","","2","0","0","","0.72213484","false","0","AT1G53510","6","14390","","0.50934579","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G53350","103.0","","1","0","0","","0.63741218","false","0","AT1G53350","6","0","","0.0","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G52870","103.0","","1","0","0","","0.63741218","false","0","AT1G52870","6","0","","0.0","",""
"15","5","5.53056517","0.0","0.18081335","0.0","1","9","","false","Peripharal","AT1G52830","8.0","","1","0","0","5NO PHE5NOTYPE","0.58813044","false","0","AT1G52830","47","0","","0.0","",""
"30","14","4.57670127","0.0","0.21849798","0.0","1","8","","false","Peripharal","AT1G52720","26.0","","1","0","0","","0.67484534","false","0","AT1G52720","27","0","","0.0","",""
"5","2","6.33217993","0.0","0.1579235","0.0","1","9","","false","Peripharal","AT3G15640","3.0","","1","0","0","","0.51525637","false","0","AT3G15640","47","0","","0.0","",""
"5","2","6.33217993","0.0","0.1579235","0.0","1","9","","false","Peripharal","AT1G80230","3.0","","1","0","0","","0.51525637","false","0","AT1G80230","47","0","","0.0","",""
"20","7","5.33333333","0.00461095","0.1875","0.0","3","8","","false","Peripharal","AT1G52660","2.0","","3","0","0","","0.60606061","false","0","AT1G52660","47","27962","","0.33333333","",""
"35","16","4.55132641","0.0","0.21971617","0.0","1","8","","false","Peripharal","AT1G52250","31.0","","1","0","0","","0.67715214","false","0","AT1G52250","27","0","","0.0","",""
"20","6","5.29065744","4.938E-5","0.18901243","0.0","2","9","","false","Peripharal","AT2G20570","4.0","","2","0","0","2MRP","0.60994023","false","0","AT2G20570","47","324","","0.6","",""
"55","25","4.30565167","0.00280755","0.23225288","0.0","4","8","","false","inner","AT1G52200","16.0","","4","0","0","","0.69948621","false","0","AT1G52200","18","24988","","0.27272727","",""
"15","5","5.53056517","0.0","0.18081335","0.0","1","9","","false","Peripharal","AT1G51950","8.0","","1","0","0","","0.58813044","false","0","AT1G51950","47","0","","0.0","",""
"35","15","4.57093426","0.00460828","0.21877366","0.33333333","3","8","","false","Peripharal","AT1G51850","10.66666667","","3","0","0","","0.67536961","false","0","AT1G51850","27","17516","","0.38271605","",""
"45","19","4.49250288","7.3572E-4","0.22259307","0.33333333","3","8","","false","inner","AT1G51830","15.33333333","","3","0","0","","0.68249974","false","0","AT1G51830","22","5230","","0.375","",""
"15","4","5.56747405","0.00230681","0.17961467","0.0","2","9","","false","Peripharal","AT5G17690","2.0","","2","0","0","2MRP","0.58477509","false","0","AT5G17690","47","8760","","0.5","",""
"5","2","6.56632065","0.0","0.15229229","0.0","1","10","","false","Peripharal","AT1G51820","2.0","","1","0","0","","0.49397085","false","0","AT1G51820","47","0","","0.0","Yali","Yali"
"20","6","5.24567474","6.92E-5","0.19063325","0.0","2","9","","false","Peripharal","AT4G28020","3.5","","2","0","0","2MRP","0.61402957","false","0","AT4G28020","47","512","","0.5","",""
"35","15","4.5455594","0.00104848","0.21999493","0.0","3","8","","false","Peripharal","AT2G05230","8.66666667","","3","0","0","","0.67767642","false","0","AT2G05230","27","9048","EffeTarg","0.36507937","",""
"35","15","4.48904268","0.00163369","0.22276465","0.0","3","8","","false","Peripharal","AT1G51800","10.33333333","","3","0","0","","0.6828143","false","0","AT1G51800","27","9606","","0.33333333","",""
"90","47","4.01614764","0.00156887","0.24899483","0.0","2","7","","false","inner","AT5G09320","54.0","","2","0","0","","0.72580476","false","0","AT5G09320","2","7540","","0.5","",""
"25","8","5.08765859","1.3751E-4","0.19655407","0.0","2","8","","false","Peripharal","AT3G46370","7.0","","2","0","0","","0.62839467","false","0","AT3G46370","38","816","EffeTarg","0.5","",""
"95","56","4.33448674","0.01343791","0.23070782","0.0","16","8","","false","inner","AT1G69690","4.5625","","16","0","0","","0.69686484","false","0","AT1G69690","1","124446","EffeTarg","0.09375","",""
"55","23","4.41983852","0.00219267","0.22625261","0.0","5","7","","false","inner","AT1G51790","5.8","","5","0","0","","0.68910559","false","0","AT1G51790","18","18384","","0.2","",""
"15","5","5.25490196","0.0","0.19029851","0.0","1","9","","false","Peripharal","AT3G29090","8.0","","1","0","0","","0.61319073","false","0","AT3G29090","47","0","","0.0","",""
"10","3","6.09688581","0.0","0.16401816","0.0","1","10","","false","Peripharal","AT1G51600","5.0","","1","0","0","","0.53664674","false","0","AT1G51600","47","0","","0.0","",""
"30","12","5.12456747","0.0","0.19513842","0.0","1","8","","false","Peripharal","AT1G51400","23.0","","1","0","0","","0.62503932","false","0","AT1G51400","34","0","","0.0","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G50430","103.0","","1","0","0","2MRP","0.63741218","false","0","AT1G50430","6","0","","0.0","",""
"10","4","5.0472895","0.0","0.19812614","0.0","1","8","","false","Peripharal","AT1G50420","7.0","","1","0","0","","0.63206459","false","0","AT1G50420","47","0","EffeTarg","0.0","",""
"90","47","4.01038062","0.00162771","0.24935289","0.0","2","7","","false","inner","AT1G49850","56.5","","2","0","0","","0.72632903","false","0","AT1G49850","6","6404","","0.50454545","",""
"95","53","4.3644752","0.01339964","0.22912262","0.0","13","7","","false","inner","AT4G01090","6.76923077","","13","0","0","","0.69413862","false","0","AT4G01090","1","167266","EffeTarg","0.15592516","",""
"35","16","4.73356401","1.5945E-4","0.21125731","0.0","3","8","","false","Peripharal","AT2G17350","7.66666667","","3","0","0","","0.66058509","false","0","AT2G17350","27","4574","","0.47619048","",""
"65","30","4.22376009","0.00381485","0.23675587","0.0","5","7","","false","inner","AT1G48480","11.0","","5","0","0","","0.7069309","false","0","AT1G48480","13","46454","","0.32258065","",""
"75","47","4.98846597","0.0","0.20046243","0.0","1","9","","false","inner","AT1G48240","103.0","","1","0","0","","0.63741218","false","0","AT1G48240","6","0","","0.0","",""
